Date,Open,High,Low,Close,Volume,MA,EMA,WMA,MFI,MOM,T10YIE,SP500,SOFR180DAYAVG,IHLIDXUS,OBMMIC15YF
2020-02-15,9670.591064453125,9811.129736328125,9460.72314453125,9628.04228515625,41779136615.3,9683.54197265625,9635.732930890685,9692.366289950285,50.79136453622686,125.46865234375,1.6157894736842104,3277.314210526316,1.7642426315789472,99.402,3.0700526315789474
2020-02-16,9670.591064453125,9811.129736328125,9460.72314453125,9628.04228515625,41779136615.3,9683.54197265625,9635.732930890685,9692.366289950285,50.79136453622686,125.46865234375,1.6157894736842104,3277.314210526316,1.7642426315789472,99.402,3.0700526315789474
2020-02-17,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413.0,10041.31923828125,9918.364638907266,10018.715252130682,36.531073080351746,-105.80078125,1.6055,3267.96,1.761862,99.39,3.055
2020-02-18,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953.0,10069.00693359375,9959.024903424126,10037.020134943183,38.395486835612274,276.876953125,1.65,3370.29,1.75602,99.21,3.107
2020-02-19,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710.0,10020.67822265625,9899.817960756103,9957.816459517046,29.378459336353913,-483.287109375,1.65,3386.15,1.75327,98.98,3.12
2020-02-20,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237.0,9995.8646484375,9846.846619879992,9882.870525568182,29.119104604907932,-248.1357421875,1.63,3373.23,1.75042,98.75,3.127
2020-02-21,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513.0,9943.68515625,9817.68203558363,9826.611754261363,29.393449820141285,-521.794921875,1.61,3337.75,1.74762,98.54,3.079
2020-02-22,9525.183175223214,9657.193405877977,9328.041945684523,9493.197451636905,42972409730.333336,9579.656710379464,9554.078966857374,9551.211361945347,41.587342102558736,-220.97205171130952,1.5564999999999998,3213.1009999999997,1.7437655000000003,99.03571428571429,2.9781
2020-02-23,9515.1421875,9648.317236328125,9308.143896484375,9478.06015625,43394894308.9,9586.00431640625,9560.63036957196,9553.187894176135,40.0649114134697,-253.888330078125,1.5510526315789472,3207.068947368421,1.74133,98.9775,2.972157894736842
2020-02-24,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648.0,9782.21728515625,9784.314069275802,9748.1349609375,29.840450731442303,-661.94140625,1.59,3225.89,1.73859,98.35,3.023
2020-02-25,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129.0,9727.4453125,9703.839707248384,9668.041832386363,30.116842249958978,-547.7197265625,1.53,3128.21,1.73557,98.3,2.987
2020-02-26,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762.0,9616.05419921875,9543.236571555497,9503.14676846591,29.959495475201635,-1113.9111328125,1.54,3116.39,1.7326,98.31,2.98
2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695.0,9525.48935546875,9405.283402295407,9351.954030539773,30.3033833580254,-905.6484375,1.53,2978.76,1.72935,98.36,2.947
2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443.0,9378.53525390625,9272.04188880988,9196.856889204546,19.461803563199965,-1469.541015625,1.41,2954.22,1.7261,98.4,2.879
2020-02-29,8889.517833891368,9036.765345982143,8497.401878720239,8725.48667689732,45430177725.52381,9261.751243954614,9178.655028961535,9130.905452262581,34.8185493401157,-834.0158342633929,1.3800000000000001,3051.6455,1.7164930000000003,98.41619047619047,2.92215
2020-03-01,8823.416186523438,8972.50380859375,8415.995263671875,8646.155200195313,45534773403.7,9224.647004394532,9137.778167202654,9081.304321289062,33.27603476580784,-932.2742919921875,1.365263157894737,3034.3552631578946,1.7137784210526317,98.3325,2.9122105263157896
2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409.0,9088.8681640625,9011.468815908078,8870.930486505682,20.467398485276902,-816.771484375,1.41,3090.23,1.7166299999999999,98.59,2.769
2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821.0,9001.32861328125,8970.799237163426,8816.188299005682,30.024642204982996,-875.3955078125,1.45,3003.37,1.7131599999999998,98.55,2.758
2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368.0,8884.40166015625,8931.607756542802,8771.446022727272,20.00595213698378,-1169.26953125,1.46,3130.12,1.70996,98.44,2.726
2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597.0,8827.26044921875,8958.363199955475,8806.784392755682,30.19380335906135,-571.412109375,1.4,3023.94,1.70481,98.31,2.732
2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651.0,8805.34453125,8988.214599679479,8860.47265625,40.669457651989376,-219.1591796875,1.31,2972.37,1.69904,98.18,2.691
2020-03-07,7815.209542410715,8036.992489769345,7418.576869419643,7700.839146205357,45372478287.71429,8331.719893973213,8276.832781871202,8100.637032433712,35.04803217459132,-1532.886207217262,1.1547619047619047,2835.752857142857,1.681119523809524,97.44333333333333,2.9314761904761903
2020-03-08,7725.380908203125,7952.691381835937,7310.0185546875,7601.559033203125,45594574826.45,8251.121630859376,8199.79031918558,8014.33829634233,35.330761292313824,-1583.440771484375,1.1320000000000001,2810.653,1.6777944999999999,97.3885,2.9241
2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808.0,8671.76884765625,8654.207358337784,8601.460422585227,43.102929595083765,-748.810546875,0.99,2746.56,1.6816200000000001,97.77,2.669
2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994.0,8602.79091796875,8518.84774631046,8462.9078125,52.500036369603585,-689.779296875,1.0,2882.23,1.6756799999999998,97.7,2.793
2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605.0,8537.688525390626,8408.408188032421,8337.205859375,52.50697935725267,-651.02392578125,0.96,2741.38,1.66957,97.64,2.876
2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243.0,8147.800341796875,7783.38635128789,7688.678506747159,42.311232709528234,-3898.8818359375,0.92,2480.64,1.6636900000000001,97.54,2.982
2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075.0,7825.392431640625,7379.808293099182,7218.843359375,31.23871439119877,-3224.0791015625,0.9,2711.02,1.65809,97.34,3.087
2020-03-14,7103.458705357143,7372.211542038691,6755.587727864583,7069.176409040178,44648324993.52381,7442.040622674852,7475.276470031245,7289.946428571428,44.660519270440865,-1038.936755952381,1.0142857142857142,2671.2209523809524,1.6314990476190476,94.68285714285715,2.9086666666666665
2020-03-15,7019.19521484375,7296.29931640625,6668.720483398438,6989.012475585938,44650468721.05,7345.215891113282,7385.438199092312,7194.600905539772,45.92045505580291,-1017.40654296875,0.9945,2657.071,1.6267690000000001,94.49700000000001,2.91015
2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430.0,6690.453076171875,6388.822002639409,5984.407830255682,23.963065775250058,-4108.06591796875,0.73,2386.13,1.62124,96.6,2.866
2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935.0,6322.02060546875,6177.332437528835,5718.076251775568,32.03998386002009,-3684.32470703125,0.63,2529.19,1.6084200000000002,96.04,2.956
2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016.0,6035.05283203125,6006.624444625865,5521.061319247159,40.9289128886391,-2869.677734375,0.63,2398.1,1.6005200000000002,95.34,3.105
2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797.0,5861.807666015625,6040.182340347299,5549.450417258523,53.42522639542766,-1732.45166015625,0.5,2409.39,1.59066,94.52,3.325
2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103.0,5690.712548828125,6069.017973068246,5610.717808948863,53.55491528814985,-1710.951171875,0.75,2304.92,1.58059,93.49,3.331
2020-03-21,6552.574381510417,6849.686244419643,6210.291782924107,6537.669480096726,44294853374.09524,6825.051288132441,6849.621397299907,6706.250099347267,52.586691294735914,-727.5345749627976,0.9052380952380953,2551.954761904762,1.5694819047619046,89.78428571428572,2.935571428571429
2020-03-22,6426.287670898438,6733.785791015625,6069.202416992188,6408.4256591796875,44468251760.25,6726.036625976562,6742.691737180928,6598.53897150213,53.182552976873254,-752.9533447265625,0.885,2530.934,1.5630039999999998,89.36449999999999,2.9478000000000004
2020-03-23,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000.0,5689.283642578125,6110.769002852321,5905.049564985796,70.10502902376021,852.60791015625,0.8,2237.4,1.54951,89.45,2.994
2020-03-24,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672.0,5842.727392578125,6224.229858867809,6095.144122869318,71.59776215697448,1534.4375,0.97,2447.33,1.53837,88.17,2.922
2020-03-25,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888.0,5971.602197265625,6307.290427852072,6247.568776633523,72.79583894871256,1288.748046875,1.07,2475.56,1.52807,86.84,2.92
2020-03-26,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642.0,6141.7982421875,6381.681337276695,6382.993909801136,72.53857673222531,1701.96044921875,1.07,2630.07,1.51794,85.46,2.898
2020-03-27,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367.0,6266.21513671875,6397.702610470706,6442.630291193182,64.4386437859375,1244.1689453125,0.94,2541.47,1.50781,83.97,2.803
2020-03-28,6311.976795014881,6627.726399739583,6115.738071986607,6447.752278645833,43556790264.61905,6410.647516741073,6470.7108553090175,6365.984066389339,58.652510211318734,-220.15313430059524,0.9280000000000002,2531.538,1.5059325,83.24619047619048,2.9446190476190477
2020-03-29,6376.68408203125,6667.206982421875,6216.175927734375,6491.954541015625,42026791174.1,6339.910270996094,6425.25598341951,6323.341101740056,60.023200002324735,-69.9568359375,0.9294736842105263,2522.0915789473684,1.4979242105263157,82.5415,2.9375
2020-03-30,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525.0,6362.78203125,6313.859375664693,6373.829767400568,45.69924643650998,231.0634765625,0.95,2626.65,1.47412,80.26,2.795
2020-03-31,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812.0,6388.13984375,6336.5475857711135,6387.62294921875,55.27771515413996,253.578125,0.87,2584.59,1.4638200000000001,79.04,2.912
2020-04-01,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266.0,6465.7919921875,6385.680091483184,6427.375044389205,65.40702829715633,776.521484375,0.91,2470.5,1.4535799999999999,77.8,2.932
2020-04-02,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124.0,6503.52294921875,6459.851804253287,6486.98095703125,65.9096616221094,377.3095703125,1.03,2526.9,1.44345,76.61,2.925
2020-04-03,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903.0,6503.381298828125,6509.58551384928,6528.774458451705,54.309560749785405,-1.41650390625,1.08,2488.65,1.43333,75.71,2.865
2020-04-04,6718.324311755952,6956.212565104167,6579.107956659226,6795.805431547619,40570492427.52381,6520.808579799108,6592.808772282589,6593.255089116613,62.54507839448766,509.4146437872024,1.0474999999999999,2613.1045000000004,1.4290395,76.05666666666666,2.8975238095238094
2020-04-05,6744.6578369140625,6961.810107421875,6614.774267578125,6825.656787109375,39876868243.75,6562.313381347657,6618.998312243307,6642.381953125,62.99458654980456,620.4329345703125,1.063157894736842,2629.3247368421057,1.4210631578947368,75.18499999999999,2.8758500000000002
2020-04-06,6788.0498046875,7271.78125,6782.8896484375,7271.78125,46896904615.0,6609.694921875,6733.615290684307,6778.871244673295,65.01358568006384,801.98291015625,1.14,2663.68,1.40272,72.22,2.901
2020-04-07,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,44243482668.0,6703.1169921875,6814.12424706557,6881.911177201705,75.00323947464618,934.220703125,1.17,2659.41,1.3924299999999998,71.1,2.879
2020-04-08,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,37563249549.0,6844.32255859375,6908.665044474103,6996.635111860795,82.42582600844968,1412.0556640625,1.19,2749.98,1.38214,70.26,2.836
2020-04-09,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,34815139178.0,6931.547314453125,6980.19673738222,7079.865438565341,73.07424832449495,872.24755859375,1.23,2789.82,1.37184,69.42,2.794
2020-04-10,7303.8154296875,7303.8154296875,6802.47509765625,6865.4931640625,43622840992.0,6974.232177734375,6959.34154223318,7067.855593039772,62.955933444042,426.8486328125,1.0704761904761906,2704.307142857143,1.3601452380952381,68.53,2.791
2020-04-11,6891.087518601191,7083.902785528274,6763.096609933035,6944.029924665178,38316045266.09524,6794.850725446428,6790.9440982369815,6836.342237385011,61.86082534503207,405.13743954613096,1.0705,2708.0190000000002,1.3522555,70.00761904761904,2.8654761904761905
2020-04-12,6899.672436523438,7098.406103515625,6777.916357421875,6967.74150390625,38502567611.05,6821.282504882812,6810.606172625296,6856.0278346946025,61.7319344229868,363.1858642578125,1.0773684210526315,2716.7847368421053,1.3440684210526315,69.3095,2.8686
2020-04-13,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,38619308647.0,7028.374609375,6928.1042118464875,7010.457013494318,53.14987505880867,111.650390625,1.26,2761.63,1.32984,66.79,2.848
2020-04-14,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,34110434052.0,7025.8646484375,6912.526670488036,6976.648490767046,53.29190821682381,-25.099609375,1.29,2846.06,1.31849,66.31,2.885
2020-04-15,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,32288311031.0,7010.9626953125,6863.359978268621,6906.874893465909,52.95434764483033,-149.01953125,1.19,2783.36,1.30792,65.73,2.862
2020-04-16,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,46783242377.0,6995.464990234375,6909.440745714099,6926.118803267045,52.796444876560116,-154.97705078125,1.03,2799.55,1.29758,65.24,2.854
2020-04-17,7116.552734375,7167.18310546875,7050.33203125,7096.1845703125,32513423567.0,6987.4419921875,6943.394168368353,6944.431454190341,51.14725936006031,-80.22998046875,1.01,2874.56,1.28724,64.79,2.901
2020-04-18,7302.226748511905,7534.102190290178,7184.758719308035,7381.569568452381,40606682661.0,7078.034405226934,7108.806824624403,7165.760061553031,68.0177285583456,583.176502046131,1.1145,2791.7395,1.2766345,65.80238095238094,2.8524761904761906
2020-04-19,7327.46826171875,7560.646264648438,7210.329858398438,7413.978686523437,40688191548.9,7106.767060546874,7138.767890163159,7197.6093417080965,68.70313694877362,612.40615234375,1.1163157894736842,2807.6915789473683,1.2683873684210525,65.30699999999999,2.8518499999999998
2020-04-20,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,37747113936.0,6970.1787109375,7007.074494704331,7015.936097301136,60.97736508564561,16.46533203125,0.94,2823.16,1.2563799999999998,63.8,2.91
2020-04-21,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,32589741511.0,6972.302734375,6984.028812428544,6999.598739346591,60.725637251025134,21.240234375,0.96,2736.56,1.24603,63.52,2.924
2020-04-22,6879.4404296875,7145.86572265625,6867.78173828125,7117.20751953125,33249153866.0,6986.914306640625,7008.243122810854,7025.945063920454,60.48613851820054,146.11572265625,1.06,2799.31,1.23569,63.25,2.88
2020-04-23,7121.30615234375,7491.78515625,7081.5947265625,7429.724609375,43500782316.0,7045.3830078125,7084.876120367971,7106.456028053977,71.87091724677664,584.68701171875,1.05,2797.8,1.22546,63.01,2.848
2020-04-24,7434.181640625,7574.19580078125,7434.181640625,7550.90087890625,34636526286.0,7116.230322265625,7169.607894647659,7198.368368252841,72.16275000960704,708.47314453125,1.11,2836.74,1.2152399999999999,62.8,2.83
2020-04-25,7808.7856212797615,8058.84423828125,7682.316476004465,7913.0409923735115,42922745211.52381,7558.052201915923,7573.272692966278,7667.117923092532,70.55788012542914,800.1392066592261,1.0975,2842.692,1.2038185000000001,63.25761904761904,2.8388095238095237
2020-04-26,7834.034130859375,8096.595678710937,7726.308544921875,7965.418383789062,42887740422.5,7587.243203125001,7603.9692505029325,7697.08103959517,70.93797745949848,818.8037353515625,1.0975,2842.692,1.2038185000000001,62.99399999999999,2.8411999999999997
2020-04-27,7679.4189453125,7795.60107421875,7679.4189453125,7795.60107421875,36162144725.0,7335.260888671875,7408.0563155367345,7462.88505859375,80.81974736296894,699.41650390625,1.17,2878.48,1.18517,62.24,2.861
2020-04-28,7796.97021484375,7814.52734375,7730.806640625,7807.05859375,33187959921.0,7390.200244140625,7480.602184302783,7548.666459517045,81.00294970742688,549.3935546875,1.14,2863.39,1.17517,62.01,2.848
2020-04-29,7806.71240234375,8871.75390625,7786.04931640625,8801.0380859375,60201052203.0,7551.361572265625,7720.681439145458,7805.182430752841,82.90038918502708,1611.61328125,1.14,2939.51,1.16539,61.83,2.822
2020-04-30,8797.669921875,9440.650390625,8533.255859375,8658.5537109375,66964629541.0,7729.02109375,7891.203670380375,8006.490092329545,92.95646266050683,1776.59521484375,1.07,2912.43,1.15662,61.69,2.785
2020-05-01,8672.7822265625,9048.0234375,8667.763671875,8864.7666015625,44068389997.0,7927.4654296875,8068.215112413489,8212.989275568181,88.34771385950758,1984.443359375,1.06,2830.71,1.14801,61.6,2.778
2020-05-02,8312.50939360119,8609.284249441964,8197.18908110119,8457.150855654761,45493330603.09524,8087.021947079613,8086.523549426456,8195.868526785714,71.94306551546791,841.1973121279761,1.0771428571428572,2857.137142857143,1.1453842857142855,62.096666666666664,2.819952380952381
2020-05-03,8372.3072265625,8681.389306640625,8254.53193359375,8525.199169921874,46142325954.9,8142.000944824218,8143.680018479363,8258.440380415483,72.98285582323828,887.2686767578125,1.0805000000000002,2856.266,1.1382914999999998,61.962,2.8159
2020-05-04,8895.7451171875,8956.90625,8645.0244140625,8912.654296875,45718796276.0,8397.5541015625,8457.131954472245,8666.674946732954,78.6541989346901,1361.75341796875,1.07,2842.74,1.12214,61.11,2.796
2020-05-05,8912.83203125,9062.4150390625,8856.8271484375,9003.0703125,43148462663.0,8540.867529296875,8556.393474113655,8776.768803267045,79.4151686275552,1433.13427734375,1.1,2868.44,1.11365,61.04,2.808
2020-05-06,9007.44140625,9411.4677734375,8966.7060546875,9268.76171875,49371886931.0,8699.756982421875,8685.914973138444,8909.113201349432,80.43936137979082,1588.89453125,1.1,2848.42,1.10522,61.03,2.801
2020-05-07,9261.8955078125,9992.6640625,9138.322265625,9951.5185546875,61112700562.0,8915.34873046875,8916.024715238273,9136.706214488637,81.83439399495624,2155.91748046875,1.08,2881.19,1.0967799999999999,61.02,2.796
2020-05-08,9936.162109375,9996.7431640625,9767.1728515625,9842.666015625,51780748042.0,9118.90947265625,9084.504951672223,9305.309357244318,82.82652020920186,2035.607421875,1.12,2929.8,1.08835,61.07,2.787
2020-05-09,8909.995396205357,9197.635416666666,8757.479561941964,9020.843005952382,45834491916.85714,8653.070600818453,8657.724549948203,8778.988906080898,69.0956359372545,886.6920107886905,1.1114285714285714,2891.471904761905,1.0825033333333334,61.78619047619048,2.78447619047619
2020-05-10,8983.786083984374,9278.807397460938,8823.644458007813,9094.340112304688,46394390198.4,8729.912614746096,8732.13038271323,8858.0199329723,68.94228023363686,895.6029541015625,1.1115,2894.2084999999997,1.0758665,61.7355,2.7822
2020-05-11,8755.53515625,9033.470703125,8374.3232421875,8601.7958984375,57119858802.0,9181.6859375,9009.93480025849,9201.133948863637,58.737534439434626,-262.970703125,1.13,2930.32,1.06316,61.62,2.783
2020-05-12,8610.3857421875,8949.8984375,8569.6435546875,8804.4775390625,42142717533.0,9163.2740234375,8972.578934586492,9132.550603693182,58.836489128254215,-184.119140625,1.09,2870.12,1.05473,61.75,2.804
2020-05-13,8805.3876953125,9317.87890625,8805.3876953125,9269.9873046875,45558144023.0,9200.52587890625,9026.653183695767,9151.953018465909,58.78075737350125,372.5185546875,1.07,2820.0,1.04624,61.52,2.768
2020-05-14,9271.3291015625,9793.2685546875,9255.03515625,9733.7216796875,56426907637.0,9282.6326171875,9155.2110920579,9248.897709517045,68.40969061365398,821.0673828125,1.06,2852.5,1.03758,61.57,2.75
2020-05-15,9734.291015625,9755.828125,9261.3984375,9328.197265625,48158802327.0,9315.1453125,9186.663123615555,9257.182191051137,59.47293087703489,325.126953125,1.09,2863.7,1.02882,61.76,2.739
2020-05-16,9182.920247395834,9424.756928943452,9027.727306547618,9272.0205078125,42488029230.90476,9083.723311941963,9046.624230896656,9143.295853202786,58.91386986702488,539.5884254092261,1.1155000000000002,2919.6150000000002,1.026132,62.135238095238094,2.7617000000000003
2020-05-17,9208.4271484375,9443.593603515625,9045.72548828125,9292.383203125,42409011192.6,9141.536206054687,9095.544686820815,9189.811182084517,57.44217766740074,467.3456787109375,1.118421052631579,2924.294210526316,1.0197173684210525,62.162,2.760842105263158
2020-05-18,9675.6953125,9906.0302734375,9570.359375,9726.5751953125,41827139896.0,9286.28349609375,9380.008416432747,9409.05850497159,47.891653066587686,-116.0908203125,1.17,2953.91,1.0033,61.91,2.775
2020-05-19,9727.0634765625,9836.0478515625,9539.6240234375,9729.0380859375,39254288955.0,9299.79765625,9443.468356342702,9489.559339488636,48.668892611212826,135.1416015625,1.15,2922.94,0.9947600000000001,61.99,2.763
2020-05-20,9725.3291015625,9804.7939453125,9447.201171875,9522.9814453125,36546239703.0,9376.452734375,9457.925281609938,9530.138210227273,51.18444525826552,766.55078125,1.16,2971.61,0.98616,62.42,2.738
2020-05-21,9522.740234375,9555.2421875,8869.9306640625,9081.76171875,39326160532.0,9424.44931640625,9389.531906544495,9476.558025568182,52.904468084266824,479.9658203125,1.14,2948.51,0.97739,62.7,2.718
2020-05-22,9080.3349609375,9232.9365234375,9008.638671875,9182.5771484375,29810773699.0,9462.25927734375,9351.90376870686,9432.581267755682,44.76183729889389,378.099609375,1.12,2955.45,0.9686899999999999,62.83,2.724
2020-05-23,9367.001860119048,9584.28724888393,9184.733863467261,9406.267578125,37981115408.42857,9311.20166480655,9285.875085688982,9346.24769429789,55.001264962708404,319.18829055059524,1.1480000000000001,2984.325,0.9634065000000002,63.107142857142854,2.74125
2020-05-24,9338.54384765625,9563.664453125,9155.6119140625,9384.44765625,37291133776.75,9320.816274414063,9295.94359238982,9348.29461115057,53.61000220038373,233.367333984375,1.1494736842105262,2987.194736842105,0.9568305263157896,63.209,2.738842105263158
2020-05-25,8786.107421875,8951.005859375,8719.66796875,8906.9345703125,31288157264.0,9319.72763671875,9170.107754775394,9182.81534090909,31.556636513593872,-421.2626953125,1.156,2999.4545,0.9502330000000001,63.38,2.73735
2020-05-26,8909.5859375,8991.9677734375,8757.2939453125,8835.052734375,29584186947.0,9265.53154296875,9109.18866015714,9094.692631392045,40.39779806873754,-541.9609375,1.13,2991.77,0.93481,63.5,2.728
2020-05-27,8837.380859375,9203.3203125,8834.1572265625,9181.017578125,32740536902.0,9216.559375,9122.248463424025,9079.32645596591,38.72876855444445,-489.7216796875,1.14,3036.13,0.9264899999999999,63.61,2.724
2020-05-28,9184.9453125,9546.3193359375,9148.45703125,9525.7509765625,34367073114.0,9196.476953125,9195.61255672193,9135.543110795454,37.055221247151245,-200.82421875,1.18,3029.73,0.9176200000000001,63.62,2.74
2020-05-29,9528.35546875,9573.6669921875,9379.3388671875,9439.1240234375,32896642044.0,9167.485546875,9239.887368852034,9179.660759943183,48.28678706678788,-289.9140625,1.15,3044.31,0.90874,63.79,2.714
2020-05-30,9516.550037202382,9675.481352306548,9320.269810267857,9500.89904203869,31825881532.904762,9436.084091331846,9432.216518209018,9465.896230722403,49.40156147673853,183.95670572916666,1.186,3047.844,0.9010440000000001,64.42999999999999,2.71305
2020-05-31,9505.66298828125,9671.464013671875,9323.21337890625,9509.534130859374,31009235493.2,9442.131030273438,9444.494187938692,9476.331932705965,48.897993006723716,176.898193359375,1.1910526315789474,3057.5357894736844,0.8943189473684212,64.5635,2.711684210526316
2020-06-01,9463.60546875,10199.5654296875,9450.8994140625,10167.2685546875,35198901068.0,9321.62763671875,9497.455718869276,9498.364098011363,71.72030879628113,984.69140625,1.18,3055.73,0.88279,64.6,2.713
2020-06-02,10162.9736328125,10182.3408203125,9460.5712890625,9529.8037109375,39137252109.0,9353.679296875,9503.33717197259,9536.214293323863,60.481337541082084,320.5166015625,1.18,3080.82,0.87454,64.91,2.698
2020-06-03,9533.7607421875,9682.859375,9471.8466796875,9656.7177734375,25007459262.0,9440.3142578125,9531.224554057118,9591.31219815341,61.50366317514505,866.349609375,1.21,3122.87,0.8662799999999999,65.23,2.71
2020-06-04,9655.8544921875,9887.6103515625,9525.2470703125,9800.63671875,25921805072.0,9529.68447265625,9580.208584001279,9656.825372869318,70.43920476613332,893.7021484375,1.22,3112.35,0.8579700000000001,65.61,2.725
2020-06-05,9800.2158203125,9869.2373046875,9663.216796875,9665.533203125,23509628646.0,9612.73251953125,9595.722151114684,9681.525142045455,62.381619527212564,830.48046875,1.27,3193.93,0.8497100000000001,65.86,2.724
